source_id,iso3_country,original_inventory_sector,start_time,end_time,temporal_granularity,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,capacity_factor,activity,activity_units,created_date,modified_date,source_name,source_type,lat,lon,other1,other2,other3,other4,other5,other6,other7,other1_def,other2_def,other3_def,other4_def,other5_def,other6_def,other7_def,geometry_ref
18653500,BRA,aluminum,2022-02-01 00:00:00,2022-02-28 00:00:00,month,ch4,,,field_not_modeled,460000,T of aluminum,1,38616,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.90887741,150946.13313193,2.4725,95478.64391144,566461.56826568,1.43637741,14.669,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2022-02-01 00:00:00,2022-02-28 00:00:00,month,co2,95479,2.4725,T of CO2 per T of aluminum,460000,T of aluminum,1,38616,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.90887741,150946.13313193,2.4725,95478.64391144,566461.56826568,1.43637741,14.669,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2021-02-01 00:00:00,2021-02-28 00:00:00,month,co2e_20yr,90233,,,460000,T of aluminum,0.95,36494,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.90887741,142652.38955326,2.4725,90232.56457565,535337.30627306,1.43637741,14.669,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2021-02-01 00:00:00,2021-02-28 00:00:00,month,co2e_100yr,90233,,,460000,T of aluminum,0.95,36494,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.90887741,142652.38955326,2.4725,90232.56457565,535337.30627306,1.43637741,14.669,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2021-02-01 00:00:00,2021-02-28 00:00:00,month,n2o,,,field_not_modeled,460000,T of aluminum,0.95,36494,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.90887741,142652.38955326,2.4725,90232.56457565,535337.30627306,1.43637741,14.669,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2021-02-01 00:00:00,2021-02-28 00:00:00,month,ch4,,,field_not_modeled,460000,T of aluminum,0.95,36494,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.90887741,142652.38955326,2.4725,90232.56457565,535337.30627306,1.43637741,14.669,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2021-02-01 00:00:00,2021-02-28 00:00:00,month,co2,90233,2.4725,T of CO2 per T of aluminum,460000,T of aluminum,0.95,36494,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.90887741,142652.38955326,2.4725,90232.56457565,535337.30627306,1.43637741,14.669,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2020-02-01 00:00:00,2020-02-29 00:00:00,month,co2e_20yr,94429,,,460000,T of aluminum,1,38192,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.93032172,150106.38315132,2.4725,94429.42804428,568600.73800738,1.45782172,14.888,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2020-02-01 00:00:00,2020-02-29 00:00:00,month,co2e_100yr,94429,,,460000,T of aluminum,1,38192,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.93032172,150106.38315132,2.4725,94429.42804428,568600.73800738,1.45782172,14.888,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2020-02-01 00:00:00,2020-02-29 00:00:00,month,n2o,,,field_not_modeled,460000,T of aluminum,1,38192,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.93032172,150106.38315132,2.4725,94429.42804428,568600.73800738,1.45782172,14.888,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2020-02-01 00:00:00,2020-02-29 00:00:00,month,ch4,,,field_not_modeled,460000,T of aluminum,1,38192,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.93032172,150106.38315132,2.4725,94429.42804428,568600.73800738,1.45782172,14.888,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2020-02-01 00:00:00,2020-02-29 00:00:00,month,co2,94429,2.4725,T of CO2 per T of aluminum,460000,T of aluminum,1,38192,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.93032172,150106.38315132,2.4725,94429.42804428,568600.73800738,1.45782172,14.888,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2019-02-01 00:00:00,2019-02-28 00:00:00,month,co2e_20yr,86036,,,460000,T of aluminum,0.91,34797,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.93149675,136804.48114595,2.4725,86035.70110701,518476.01476015,1.45899675,14.9,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2019-02-01 00:00:00,2019-02-28 00:00:00,month,co2e_100yr,86036,,,460000,T of aluminum,0.91,34797,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.93149675,136804.48114595,2.4725,86035.70110701,518476.01476015,1.45899675,14.9,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2019-02-01 00:00:00,2019-02-28 00:00:00,month,n2o,,,field_not_modeled,460000,T of aluminum,0.91,34797,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.93149675,136804.48114595,2.4725,86035.70110701,518476.01476015,1.45899675,14.9,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2019-02-01 00:00:00,2019-02-28 00:00:00,month,ch4,,,field_not_modeled,460000,T of aluminum,0.91,34797,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.93149675,136804.48114595,2.4725,86035.70110701,518476.01476015,1.45899675,14.9,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2019-02-01 00:00:00,2019-02-28 00:00:00,month,co2,86036,2.4725,T of CO2 per T of aluminum,460000,T of aluminum,0.91,34797,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.93149675,136804.48114595,2.4725,86035.70110701,518476.01476015,1.45899675,14.9,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
18653500,BRA,aluminum,2018-02-01 00:00:00,2018-02-28 00:00:00,month,co2e_20yr,108069,,,460000,T of aluminum,1,43708,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Belem aluminium plant,Smelting,-1.5572746,-48.73547132820987,3.94103207,172256.54946326,2.4725,108069.23431734,651868.37638376,1.46853207,14.914,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-48.73547132820987_-1.5572746
